Siyah,0,0,0,250,255,30
Beyaz,0,0,255,0,0,255
Kırmızı,0,150,50,10,255,255
Yeşil,45,150,50,65,255,255
Sarı,25,150,50,35,255,255
Mavi,95,150,0,110,255,255
Turuncu,15,150,0,25,255,255
Pembe,160,150,0,170,255,255
Turkuaz,85,150,0,95,255,255
Lajivert,115,150,0,125,255,255
